"","text","emotion"
"7241"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7242"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7243"," burlen inteligencia pueblo","Neutral"
"7244"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7245","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7246"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7247","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7248"," bucarn administrar vacunas pais","Neutral"
"7249"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7250"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7251"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7252","entonces comience vacuna corrupcion pais","Neutral"
"7253"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7254"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7255","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7256","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7257"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7258"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7259","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7260","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7261"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7262"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7263"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7264"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7265"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7266"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7267"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7268"," burlen inteligencia pueblo","Neutral"
"7269"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7270","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7271"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7272","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7273"," bucarn administrar vacunas pais","Neutral"
"7274"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7275"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7276"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7277","entonces comience vacuna corrupcion pais","Neutral"
"7278"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7279"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7280","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7281","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7282"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7283"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7284","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7285","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7286"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7287"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7288"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7289"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7290"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7291"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7292"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7293"," burlen inteligencia pueblo","Neutral"
"7294"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7295","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7296"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7297","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7298"," bucarn administrar vacunas pais","Neutral"
"7299"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7300"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7301"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7302","entonces comience vacuna corrupcion pais","Neutral"
"7303"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7304"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7305","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7306","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7307"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7308"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7309","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7310","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7311"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7312"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7313"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7314"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7315"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7316"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7317"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7318"," burlen inteligencia pueblo","Neutral"
"7319"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7320","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7321"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
