"","text","polarity"
"7333"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7334","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7335","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7336"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7337"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7338"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7339"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7340"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7341"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7342"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7343"," burlen inteligencia pueblo","Positivo"
"7344"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7345","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7346"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7347","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7348"," bucarn administrar vacunas pais","Positivo"
"7349"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7350"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7351"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7352","entonces comience vacuna corrupcion pais","Positivo"
"7353"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7354"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7355","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7356","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7357"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7358"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7359","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7360","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7361"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7362"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7363"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7364"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7365"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7366"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7367"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7368"," burlen inteligencia pueblo","Positivo"
"7369"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7370","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7371"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7372","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7373"," bucarn administrar vacunas pais","Positivo"
"7374"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7375"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7376"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7377","entonces comience vacuna corrupcion pais","Positivo"
"7378"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7379"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7380","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7381","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7382"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7383"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7384","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7385","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7386"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7387"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7388"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7389"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7390"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7391"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7392"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7393"," burlen inteligencia pueblo","Positivo"
"7394"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7395","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7396"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7397","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7398"," bucarn administrar vacunas pais","Positivo"
"7399"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7400"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7401"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7402","entonces comience vacuna corrupcion pais","Positivo"
"7403"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7404"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7405","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7406","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7407"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7408"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7409","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7410","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7411"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
